image,text
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14037652.jpeg,a group of women sitting on the ground
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14038976.jpeg,a group of people working on a construction project
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14047898.jpeg,a group of people working on a convey
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14047899.jpeg,a group of men working on a large machine
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14050318.jpeg,a person is making a clay pot
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14050319.jpeg,a person is making a bowl with a spoon
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14053428.jpeg,a group of men standing next to a truck
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14053429.jpeg,a group of men working on a truck
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14054493.jpeg,a black and white photo of a building with a man in the window
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14076979.jpeg,a man and a woman are standing in a broken building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14118226.jpeg,a man is using a grinder to grind a piece of wood
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14118227.jpeg,a man using a grinder to grind a piece of wood
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14118331.jpeg,a man using a grinder on a piece of wood
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14124893.jpeg,two men working on a piece of paper
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14129350.jpeg,a man in a dark room with a light coming from the ceiling
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14189334.jpeg,a man is standing on the tracks of a train
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14189335.jpeg,a man in a helmet and vest standing next to a train
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14189337.jpeg,a man in a safety vest and hard hat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14189340.jpeg,a man in a safety vest standing on a train track
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14189341.jpeg,a man in a safety vest and hard hat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14189343.jpeg,a man in a safety vest is standing on a train track
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14209333.jpeg,a man working on a machine in a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14224692.jpeg,a group of people building a brick wall
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14252235.png,a man working on a machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14252238.png,a man is working on a machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14252251.png,a man is working on a machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14265844.jpeg,a man welding a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14286187.jpeg,a man cooking meat on a grill in a market
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14305667.jpeg,a man working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14305679.jpeg,a man is working in a garden with a wheel
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14314173.jpeg,two men standing in a field of tall grass
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14359708.jpeg,a group of people sitting at a table outside
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14367420.jpeg,two construction workers working on a building site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14367421.jpeg,two construction workers working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14367425.jpeg,a group of construction workers working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14367440.jpeg,two construction workers are working on a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14367441.jpeg,a construction worker is working on a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14420889.jpeg,a man is working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14461830.jpeg,a group of women carrying baskets on their heads
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14466335.jpeg,a construction site with a bull bull and a construction worker
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14473225.jpeg,a man working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14473241.jpeg,a man working with sparks in a workshop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14507213.jpeg,a group of people standing on a wet street
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14515675.jpeg,a man and a woman building a brick wall
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14515677.jpeg,a group of people working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14539147.jpeg,a man in a hard hat and hard hat welding a metal beam
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14539148.jpeg,a man welding a metal structure
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14539151.jpeg,a young boy is working on a metal rail
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14557571.jpeg,a man is walking on a ladder with a yellow umbrella
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14557577.jpeg,a group of people working on a large set of stairs
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14557579.jpeg,a group of men working on a large building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14578285.jpeg,a man on a roof working on a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14607237.jpeg,a man standing in front of a window looking out
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14613134.png,a man on a roof with a cup of coffee
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14614021.jpeg,two workers working on solar panels
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14653155.jpeg,two men working in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14689470.jpeg,a man is making a vase on a table
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14707740.jpeg,a man sitting on a pile of money
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14733703.jpeg,a man in a pink shirt and hat holding a cell
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14776895.jpeg,a man is sitting on the ground working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14793021.jpeg,a man in a hard hat and hard hat working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14805033.jpeg,a man working in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14805531.jpeg,a group of men working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14822653.jpeg,a construction site with a crane and a crane
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14822654.jpeg,a crane is on the construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14831678.jpeg,a group of people standing around a tree
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14844108.jpeg,a man sitting on a set of stairs
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14846150.jpeg,a man is working on a large pipe
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-14989326.jpeg,a construction site with a construction worker on a scr
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15016508.jpeg,a man working on a machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15016520.jpeg,a man in a welding mask working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15016523.jpeg,a large warehouse with lots of boxes and workers
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15016528.jpeg,two men working on a machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15016529.jpeg,a man in a welding mask working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15016530.jpeg,a man working on a machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15041788.jpeg,a man is shoveling sand in a field
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15063590.jpeg,a group of men working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15080187.jpeg,a man is working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15087186.jpeg,a man is standing in a window
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15124970.jpeg,a kitchen being remodeled
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15155528.jpeg,a woman walking through a dirty building with an umbrella
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15190641.jpeg,a boat in the ocean
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15200451.jpeg,a man in an orange jacket and white helmet
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15200454.jpeg,a man wearing a hard hat and safety glasses
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15211861.jpeg,a man in a field with a pitchfork
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15211876.jpeg,a man in an orange shirt and a man in a blue overalls
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15211878.jpeg,a couple of men walking down a street
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15304532.jpeg,a man is standing on a boat in the water
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15360467.jpeg,a man is working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15391048.jpeg,a man working on a drilling machine
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15392937.jpeg,two men working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15419937.jpeg,a man in a yellow helmet working on a bench
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15458299.jpeg,a blue sky
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15483316.jpeg,a man in a yellow vest
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15483317.jpeg,a man in a yellow vest and blue overalls is working on a radio tower
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15483318.jpeg,a man in a hard hat and overalls is working on a radio tower
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15534813.jpeg,a red roof
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15534817.jpeg,a group of firefighters standing around a car
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15576553.jpeg,a large building under construction
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15579608.jpeg,a man sitting on a bench in a dirty street
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15579616.jpeg,a man is pouring water from a well
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15580540.jpeg,a woman walking through a covered area with a basket
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15583203.jpeg,a couple of people working on a roof
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15610948.jpeg,a man working on a machine
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15641862.jpeg,a man walking down a sidewalk with a umbrella
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15791521.jpeg,a group of people wearing yellow jackets and helmets
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15794743.jpeg,two men standing on a bridge
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15806948.jpeg,a truck with a man sitting on the back of it
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15806960.jpeg,two men on a roof
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15806963.jpeg,three men standing on a street with a boat in the background
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15835775.jpeg,three men sitting on the grass
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15866639.jpeg,a man in a hard hat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15888226.jpeg,a man welding a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15923439.jpeg,a blue and white plane
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15923443.jpeg,a white plane on the tar
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15947455.jpeg,a man in a red shirt and helmet working on a machine
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15947456.jpeg,a group of men in hard hats and red shirts
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15947457.jpeg,a man in a red shirt is working on a piece of wood
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15947586.jpeg,a large factory with a lot of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-15947587.jpeg,a man is working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16045267.jpeg,two men working on a metal structure
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16045331.jpeg,two men working on a large machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16045333.jpeg,a man in a red helmet working on a machine
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16045335.jpeg,a man working on a machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16053349.jpeg,a construction worker is working on a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16053351.jpeg,a construction site with a crane and a man working on it
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16053596.jpeg,a group of people standing in a barn
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16070126.jpeg,a man is pushing a wheelbark
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16139708.jpeg,a group of people working on a chocolate factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16144870.jpeg,a group of people standing around a truck
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16144871.jpeg,a group of people standing around a truck
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16144873.jpeg,a group of people standing around a boat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16144874.jpeg,a truck with a man in the back
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16164823.jpeg,a man on a ladder
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16199050.jpeg,a woman walking down the street carrying a bag
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16205189.jpeg,a man is climbing up the side of a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-1629184.jpeg,a man on a scr
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-1633415.jpeg,two men working on a roof
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16339549.jpeg,a utility truck is parked on the side of the road
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16340953.jpeg,a man in a yellow jacket is walking on a runway
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16363625.jpeg,a man is standing on a ladder in a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16468064.jpeg,a man is building a brick wall
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16468065.jpeg,a man working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16468070.jpeg,a man laying bricks on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16468071.jpeg,a man is working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16468073.jpeg,a man kneeling on a pile of bricks
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16485058.jpeg,a man standing on a bench in a train yard
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16494883.jpeg,a man is working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16512710.jpeg,a man sitting on a chair
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16552846.jpeg,a man wearing a hard hat and holding a banana
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16611091.jpeg,a construction worker is working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16633215.jpeg,a man standing on a brick wall
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16647524.jpeg,a man on a roof with a backpack and skis
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16694009.jpeg,a man working on a large machine in a factory
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16747104.jpeg,a man is painting a wall with a ladder
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16750116.jpeg,a young boy in an orange jumpsuit standing on a bridge
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16753450.jpeg,a man in a hard hat and safety vest on a roof
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16774552.jpeg,a man walking with two cows in a field
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16793933.jpeg,a man working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16817331.jpeg,a woman holding a broom and a broom
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16817339.jpeg,a woman sweeping up a hedge
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-16961243.jpeg,a large white building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17042445.jpeg,a man standing in a large group of pots
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17042447.jpeg,a large number of pots
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17060508.jpeg,a woman in a red dress and a man in a black shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17064905.jpeg,a man on a ladder painting a roof
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17337140.png,a red crane
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17406672.jpeg,a man in a blue coverall welding a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17410515.jpeg,a construction worker working on a building site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17410518.jpeg,a man in an orange shirt and a white hard hat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17410693.jpeg,a construction worker working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17410714.jpeg,a man working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17410734.jpeg,a man working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17410739.jpeg,a group of people working on a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17444109.jpeg,a man is painting a yellow piece of art
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17527974.jpeg,a group of people walking down a train platform
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17540913.jpeg,a road with a yellow truck driving down it
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17668733.jpeg,two people sitting on a bench in the snow
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17683585.jpeg,a man in an orange uniform
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17703052.jpeg,a man in a warehouse
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17745339.jpeg,a clock on a building with scr
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17745340.jpeg,a group of construction workers working on a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17797264.jpeg,a man in a construction vest and hard hat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17841794.jpeg,a man is sitting on the ground with a rope
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17842695.jpeg,a man wearing a hard hat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17878579.jpeg,a man climbing a palm tree
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-17937672.jpeg,a group of women working on a project
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18079568.jpeg,a man in a yellow vest
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18110523.jpeg,a street scene with a man crossing the street
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18111292.jpeg,a group of construction workers standing around a construction site
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18111488.jpeg,a group of construction workers standing on a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18192264.jpeg,a man on a crane
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18194443.jpeg,two men are working on a large wall
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18293962.jpeg,a large machine room with a lot of machines
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18297553.jpeg,a man is sitting on a platform on a train
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18316085.jpeg,a man kneeling on the ground
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18316597.jpeg,a man in an orange jumpsuit is on a boat
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18367534.jpeg,a man working on a motorcycle
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18623180.jpeg,a man in a blue and white shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18670265.jpeg,a person in an orange jacket crossing a street
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-18760973.jpeg,a man with a pole walking down a street
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-19087917.jpeg,a large bull is on the ground
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-19138366.jpeg,a man working in a metal shop
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-19151978.jpeg,a man in a safety vest points at a car
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-19162212.jpeg,a person in a green jacket
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-209230.jpeg,a man in a white suit and mask is cleaning a box
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-209271.jpeg,a woman in a blue jacket and yellow gloves
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-209279.jpeg,a tall building with a man on a ladder
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-209719.jpeg,a woman wearing a hard hat talking on a cell
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2137670.jpeg,a man on a crane working on a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2186572.jpeg,a tall orange building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2209529.jpeg,a group of people working on a building
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2310483.jpeg,a man is climbing a tree with a chainsaw
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2317640.jpeg,a man on a skateboard on a wall
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2383649.jpeg,a building under construction
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2383650.jpeg,a construction site with a lot of construction materials
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2454697.jpeg,a man standing on top of a snow covered roof
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-256297.jpeg,a large machine room with a large machine
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-256381.jpeg,a man in a white coat is working on a large machine
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2566850.jpeg,a large open pit
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-257636.jpeg,a large warehouse with a lot of space
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-259870.jpeg,a construction site with a crane and a man
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-259984.jpeg,a man in a welding helmet working on a piece of metal
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2637051.jpeg,a man is on a ladder working on a piece of wood
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-264512.jpeg,a large glass ceiling
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2658575.jpeg,a group of people in orange and green uniforms
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-266047.jpeg,a group of people riding down a set of stairs
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2668638.jpeg,a man sitting on a train car
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-275030.jpeg,a group of people standing on a field
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2760241.jpeg,a man in a hard hat and orange vest is working on a large pipe
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2760242.jpeg,a man in an orange vest and orange safety vest
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2760243.jpeg,a man in a hard hat and orange vest
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2760244.jpeg,a man in a safety vest working on a large machine
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-279949.jpeg,a young boy in a green shirt
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-280076.jpeg,firemen in front of a fire
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2885326.jpeg,two people on motorcycles on a road
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2898199.jpeg,a man in a yellow helmet is working on a power pole
/home/debjit/spacy/image_search_from_folder/images/archive/images/backup/pexels-photo-2965258.jpeg,a man in a factory working on a large metal object
